Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3739,18,Female,Boots,Footwear,113.0,Michigan,L,Maroon,Spring,4.2,Yes,Standard,No,No,12,Credit Card,Quarterly
1496,59,Male,Hoodie,Clothing,70.0,Florida,XL,Indigo,Spring,4.5,No,Next Day Air,No,No,8,PayPal,Monthly
3788,61,Male,Boots,Footwear,103.0,Colorado,M,Lavender,Fall,4.4,Yes,Free Shipping,No,No,4,Venmo,Bi-Weekly
3465,20,Male,Sunglasses,Accessories,75.0,Vermont,L,Peach,Spring,4.6,Yes,Next Day Air,Yes,No,58,Bank Transfer,Bi-Weekly
1694,30,Female,Socks,Clothing,12.0,Pennsylvania,M,Violet,Fall,3.8,No,Standard,No,No,4,Venmo,Every 3 Months
3594,58,Female,Jewelry,Accessories,166.0,Pennsylvania,S,Olive,Summer,4.3,No,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly
2095,40,Female,Shoes,Footwear,76.0,Hawaii,L,Pink,Spring,3.7,Yes,Express,Yes,No,60,Debit Card,Quarterly
2489,69,Female,Hoodie,Clothing,81.0,West Virginia,M,Peach,Fall,3.7,Yes,Next Day Air,No,No,20,Bank Transfer,Bi-Weekly
1287,31,Male,Boots,Footwear,139.0,Connecticut,L,Purple,Fall,3.9,Yes,Standard,No,No,49,Debit Card,Weekly
2183,65,Female,Dress,Clothing,167.0,Rhode Island,M,Gold,Spring,4.2,Yes,Free Shipping,Yes,Yes,26,Credit Card,Fortnightly
1809,28,Female,Jeans,Clothing,73.0,Maine,L,Green,Winter,4.0,Yes,Store Pickup,No,No,12,Credit Card,Monthly
3946,31,Male,Shirt,Clothing,57.0,Florida,XL,Purple,Summer,3.9,Yes,Standard,No,No,28,Debit Card,Bi-Weekly
263,36,Male,Shoes,Footwear,41.0,Louisiana,L,Pink,Fall,3.8,No,Standard,No,No,3,Cash,Every 3 Months
3848,66,Male,Backpack,Accessories,66.0,Alabama,M,Blue,Summer,3.9,No,Store Pickup,Yes,Yes,4,Bank Transfer,Monthly
2954,47,Male,Hat,Accessories,24.0,Kansas,S,Brown,Fall,3.8,No,Express,Yes,Yes,9,Debit Card,Fortnightly
2441,60,Female,Sneakers,Footwear,97.0,Connecticut,M,Teal,Spring,4.5,Yes,Next Day Air,No,No,25,Debit Card,Bi-Weekly
3115,43,Male,T-shirt,Clothing,32.0,Oklahoma,M,Black,Spring,3.8,No,Express,No,No,1,Debit Card,Monthly
275,46,Female,Dress,Clothing,53.0,Arkansas,M,Maroon,Summer,4.4,Yes,Store Pickup,Yes,No,47,Debit Card,Monthly
2252,31,Female,Blouse,Clothing,84.0,Michigan,L,Gray,Winter,4.0,Yes,2-Day Shipping,No,No,23,Credit Card,Monthly
2373,19,Female,Backpack,Accessories,74.0,Tennessee,M,Pink,Fall,4.4,Yes,Store Pickup,No,No,22,PayPal,Monthly
2209,48,Male,Sunglasses,Accessories,90.0,Massachusetts,M,Gray,Summer,4.3,No,Free Shipping,No,No,41,Cash,Monthly
1025,25,Male,Jewelry,Accessories,186.0,Rhode Island,L,Silver,Summer,5.0,No,Next Day Air,No,No,28,Venmo,Monthly
1561,23,Female,Belt,Accessories,,California,S,Lavender,Spring,3.8,Yes,Standard,Yes,Yes,54,Venmo,Bi-Weekly
3459,31,Male,Blouse,Clothing,35.0,Georgia,M,Magenta,Winter,3.6,No,Next Day Air,Yes,Yes,10,Cash,Fortnightly
110,70,Female,Scarf,Accessories,35.0,New Jersey,M,Lavender,Summer,4.4,Yes,Free Shipping,No,No,74,Credit Card,Every 3 Months
4277,56,Female,Socks,Clothing,17.0,Alaska,M,Purple,Winter,3.4,Yes,Next Day Air,Yes,Yes,52,Cash,Bi-Weekly
64,60,Female,Hoodie,Clothing,,Massachusetts,M,Red,Winter,4.2,No,Free Shipping,No,No,2,Bank Transfer,Monthly
3282,65,Female,Sunglasses,Accessories,53.0,Arkansas,M,Indigo,Winter,3.9,No,Standard,Yes,Yes,12,Credit Card,Every 3 Months
828,31,Male,Shoes,Footwear,89.0,Kansas,XL,Violet,Spring,4.2,Yes,Express,No,No,35,Credit Card,Monthly
2178,67,Male,Skirt,Clothing,71.0,West Virginia,XL,Purple,Spring,4.1,No,Standard,Yes,Yes,0,Debit Card,Monthly
2114,59,Female,Dress,Clothing,87.0,Maine,M,Gold,Winter,3.9,Yes,Standard,No,No,71,Credit Card,Weekly
3429,26,Female,Blouse,Clothing,,Colorado,M,Violet,Spring,4.0,No,2-Day Shipping,No,No,10,Bank Transfer,Annually
655,34,Male,T-shirt,Clothing,37.0,Washington,M,Magenta,Summer,3.6,Yes,Standard,Yes,Yes,11,Bank Transfer,Bi-Weekly
1686,42,Female,Boots,Footwear,103.0,Delaware,L,White,Summer,4.3,No,Free Shipping,Yes,Yes,4,Venmo,Every 3 Months
583,61,Female,Belt,Accessories,39.0,South Dakota,S,Black,Summer,3.8,No,Store Pickup,No,No,26,PayPal,Monthly
2671,62,Female,Sandals,Footwear,40.0,Hawaii,L,White,Summer,3.4,No,Free Shipping,No,No,9,Cash,Every 3 Months
1244,26,Female,Sandals,Footwear,73.0,Iowa,L,Cyan,Spring,3.9,Yes,Store Pickup,Yes,Yes,76,PayPal,Annually
2684,60,Male,Coat,Outerwear,,Massachusetts,L,White,Fall,4.3,No,2-Day Shipping,Yes,Yes,16,Credit Card,Fortnightly
3061,34,Male,Scarf,Accessories,37.0,Vermont,M,Maroon,Summer,3.8,No,Store Pickup,Yes,Yes,7,Venmo,Quarterly
2733,53,Female,T-shirt,Clothing,29.0,Kansas,M,Magenta,Fall,3.8,No,Store Pickup,Yes,Yes,5,Debit Card,Quarterly
3664,57,Male,Shoes,Footwear,96.0,Minnesota,M,Yellow,Fall,4.6,Yes,Express,No,No,79,Credit Card,Bi-Weekly
3787,43,Male,Sandals,Footwear,68.0,Colorado,XL,Beige,Spring,3.3,Yes,2-Day Shipping,No,No,81,Cash,Bi-Weekly
3696,63,Female,Shoes,Footwear,72.0,Mississippi,XL,Red,Summer,3.6,Yes,Free Shipping,No,No,72,Bank Transfer,Monthly
3446,54,Female,Gloves,Accessories,34.0,Kentucky,M,Lavender,Fall,3.7,Yes,Free Shipping,Yes,Yes,78,Bank Transfer,Quarterly
1290,27,Female,Blouse,Clothing,,Illinois,S,Green,Winter,3.7,Yes,Standard,No,No,71,Debit Card,Monthly
4421,68,Male,Coat,Outerwear,,Michigan,L,Red,Winter,4.6,No,Free Shipping,No,Yes,8,Debit Card,Monthly
2679,36,Male,T-shirt,Clothing,35.0,Idaho,M,Purple,Summer,3.9,Yes,Express,No,No,71,PayPal,Monthly
2322,42,Male,Hat,Accessories,31.0,New York,M,Magenta,Fall,3.5,Yes,Standard,Yes,Yes,10,Credit Card,Quarterly
1343,51,Male,Shirt,Clothing,58.0,Washington,S,Turquoise,Spring,4.2,Yes,Express,Yes,Yes,18,Bank Transfer,Monthly
390,58,Male,Handbag,Accessories,140.0,Montana,M,Teal,Summer,4.6,No,2-Day Shipping,Yes,Yes,22,Bank Transfer,Monthly
4280,58,Male,Belt,Accessories,,New Jersey,L,Lavender,Summer,3.5,No,Free Shipping,No,No,0,Cash,Annually
3641,37,Male,Scarf,Accessories,30.0,Georgia,S,Green,Spring,4.0,Yes,Standard,No,No,9,Cash,Monthly
4456,45,Male,Jacket,Outerwear,84.0,Tennessee,L,Indigo,Fall,4.8,No,Standard,Yes,Yes,26,Bank Transfer,Monthly
1113,53,Female,Shirt,Clothing,49.0,Montana,L,Maroon,Spring,3.9,Yes,Store Pickup,No,No,21,Debit Card,Bi-Weekly
3425,35,Male,Jewelry,Accessories,97.0,Illinois,S,Indigo,Summer,4.6,No,Next Day Air,No,No,0,PayPal,Every 3 Months
3725,64,Female,Shoes,Footwear,95.0,California,L,Indigo,Fall,3.5,No,2-Day Shipping,No,No,8,Bank Transfer,Monthly
1133,26,Male,Dress,Clothing,54.0,Alabama,M,White,Fall,4.7,Yes,Next Day Air,No,No,51,Cash,Bi-Weekly
83,42,Male,Coat,Outerwear,122.0,New Mexico,L,Turquoise,Fall,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Annually
3507,19,Female,Sneakers,Footwear,,Hawaii,M,Magenta,Winter,4.5,No,Next Day Air,Yes,Yes,24,Debit Card,Bi-Weekly
1798,52,Female,Socks,Clothing,19.0,Delaware,M,Turquoise,Winter,3.3,No,Standard,No,No,9,Debit Card,Monthly
432,45,Male,Boots,Footwear,180.0,Pennsylvania,XL,Peach,Winter,4.4,Yes,Express,No,No,20,Credit Card,Weekly
1873,63,Female,Jewelry,Accessories,115.0,Texas,L,Yellow,Summer,4.7,No,Standard,No,No,7,Credit Card,Every 3 Months
2761,26,Female,Gloves,Accessories,32.0,Utah,M,Gold,Winter,3.6,Yes,Standard,No,No,42,PayPal,Bi-Weekly
2201,69,Male,Dress,Clothing,66.0,Texas,M,Gray,Winter,3.9,No,Store Pickup,Yes,Yes,4,Cash,Quarterly
853,32,Female,Skirt,Clothing,91.0,Nevada,L,Green,Winter,3.9,No,Standard,No,No,10,Cash,Bi-Weekly
2477,69,Female,Boots,Footwear,78.0,New Mexico,L,Magenta,Fall,4.9,No,Store Pickup,No,No,12,Credit Card,Annually
3393,30,Male,Jewelry,Accessories,124.0,Rhode Island,S,Green,Fall,4.7,No,Standard,No,No,3,Debit Card,Quarterly
2835,45,Female,Handbag,Accessories,145.0,Montana,S,Maroon,Summer,4.7,Yes,Express,No,No,33,Cash,Monthly
3551,25,Female,Hat,Accessories,32.0,Missouri,L,Cyan,Spring,3.8,No,Free Shipping,Yes,Yes,2,Credit Card,Quarterly
4518,46,Male,Jeans,Clothing,39.0,Oregon,L,Peach,Fall,4.0,Yes,Express,No,No,8,Bank Transfer,Monthly
4415,59,Male,Sneakers,Footwear,38.0,Michigan,L,Magenta,Winter,4.3,No,Standard,No,No,3,Bank Transfer,Annually
1224,38,Female,Hoodie,Clothing,45.0,Rhode Island,L,White,Winter,3.2,No,Store Pickup,No,No,8,Venmo,Quarterly
820,42,Male,Backpack,Accessories,71.0,Nebraska,M,Orange,Fall,3.9,No,Express,No,No,15,Credit Card,Bi-Weekly
395,58,Female,Shoes,Footwear,118.0,Mississippi,M,Peach,Spring,4.2,Yes,Next Day Air,No,No,29,PayPal,Monthly
3574,39,Female,Hoodie,Clothing,60.0,West Virginia,S,Black,Winter,4.3,Yes,Standard,Yes,Yes,50,Cash,Monthly
3118,46,Female,Jewelry,Accessories,168.0,Louisiana,L,Peach,Winter,4.3,No,Standard,No,No,8,Venmo,Quarterly
439,46,Female,Handbag,Accessories,121.0,Vermont,M,Pink,Fall,4.1,No,2-Day Shipping,No,No,9,PayPal,Bi-Weekly
1248,35,Male,Pants,Clothing,38.0,Virginia,M,Green,Winter,3.6,Yes,Free Shipping,No,No,11,Credit Card,Monthly
919,60,Male,Shirt,Clothing,30.0,Hawaii,S,Brown,Summer,3.6,No,Express,No,No,23,Debit Card,Quarterly
4608,66,Female,Dress,Clothing,113.0,Maryland,XL,Maroon,Fall,4.2,Yes,Next Day Air,Yes,Yes,18,PayPal,Fortnightly
220,55,Female,Jacket,Outerwear,95.0,California,M,Purple,Winter,3.9,No,2-Day Shipping,Yes,Yes,8,Cash,Quarterly
2676,49,Female,Coat,Outerwear,108.0,South Carolina,XL,Green,Summer,3.5,No,Standard,No,No,1,Bank Transfer,Bi-Weekly
3650,41,Female,Jewelry,Accessories,121.0,Connecticut,S,Magenta,Summer,4.6,No,Free Shipping,No,No,5,PayPal,Monthly
1426,31,Male,Blouse,Clothing,40.0,Minnesota,S,Yellow,Summer,3.9,No,2-Day Shipping,No,No,7,Debit Card,Quarterly
2999,41,Male,Hat,Accessories,47.0,Kansas,S,Beige,Summer,4.1,Yes,Free Shipping,No,No,37,Credit Card,Weekly
1158,45,Male,Belt,Accessories,33.0,Ohio,M,Maroon,Summer,4.1,Yes,Next Day Air,No,No,13,PayPal,Fortnightly
2011,26,Male,Shoes,Footwear,64.0,Arkansas,XL,Indigo,Fall,4.4,No,Express,No,No,8,Cash,Every 3 Months
1776,19,Male,Hat,Accessories,35.0,Massachusetts,S,Red,Fall,3.8,Yes,Free Shipping,No,No,31,Cash,Monthly
3981,61,Female,Shirt,Clothing,47.0,Utah,L,Teal,Spring,3.4,Yes,Standard,Yes,Yes,10,Venmo,Bi-Weekly
3327,43,Female,Belt,Accessories,101.0,Wisconsin,M,Yellow,Fall,4.1,Yes,Express,Yes,Yes,29,Credit Card,Quarterly
1012,25,Male,Sweater,Clothing,97.0,New Hampshire,L,Beige,Fall,4.0,No,2-Day Shipping,No,No,15,Credit Card,Bi-Weekly
1032,62,Male,Scarf,Accessories,35.0,Ohio,M,Silver,Fall,4.1,No,Standard,Yes,Yes,18,Cash,Every 3 Months
1486,54,Male,Shoes,Footwear,97.0,Virginia,L,Indigo,Fall,3.4,No,Standard,No,No,14,PayPal,Quarterly
3347,62,Female,Socks,Clothing,15.0,Arkansas,S,Indigo,Winter,3.6,No,Store Pickup,Yes,Yes,15,Venmo,Monthly
1422,47,Female,Dress,Clothing,105.0,California,M,White,Winter,3.8,Yes,Standard,No,No,81,Credit Card,Monthly
2767,34,Male,Coat,Outerwear,,New Hampshire,M,Blue,Spring,4.3,No,2-Day Shipping,No,No,3,Credit Card,Quarterly
88,50,Male,Shirt,Clothing,60.0,Georgia,L,Violet,Spring,3.7,Yes,Store Pickup,No,No,16,Credit Card,Bi-Weekly
4718,34,Male,Shirt,Clothing,41.0,North Carolina,XL,Orange,Spring,3.8,No,Express,No,No,4,Debit Card,Quarterly
1019,70,Male,Belt,Accessories,37.0,Illinois,L,White,Spring,4.1,No,Next Day Air,No,No,47,Venmo,Bi-Weekly
966,70,Male,Sandals,Footwear,85.0,California,M,Violet,Spring,3.7,No,Next Day Air,No,No,7,Cash,Quarterly
2485,28,Female,Sandals,Footwear,43.0,Florida,L,Violet,Summer,3.7,No,Free Shipping,Yes,No,23,Venmo,Every 3 Months
261,62,Male,Pants,Clothing,79.0,Tennessee,S,Maroon,Spring,3.6,Yes,Standard,Yes,Yes,28,Credit Card,Annually
3138,70,Male,Belt,Accessories,46.0,Rhode Island,S,Pink,Fall,4.4,No,Next Day Air,Yes,Yes,4,Cash,Quarterly
1813,52,Male,Sunglasses,Accessories,67.0,Ohio,S,Silver,Spring,4.3,Yes,Next Day Air,No,No,43,Bank Transfer,Weekly
241,28,Male,Gloves,Accessories,57.0,Kansas,S,Purple,Spring,3.6,No,Free Shipping,No,No,79,Debit Card,Quarterly
690,36,Male,Boots,Footwear,45.0,Kentucky,M,Indigo,Summer,4.2,No,Free Shipping,No,No,0,Bank Transfer,Quarterly
4583,61,Female,Backpack,Accessories,62.0,New Mexico,M,Green,Spring,4.2,No,Standard,No,No,22,Debit Card,Bi-Weekly
2362,38,Male,Jeans,Clothing,55.0,Missouri,M,Silver,Spring,3.9,Yes,Store Pickup,No,No,20,Venmo,Bi-Weekly
4325,39,Female,Pants,Clothing,31.0,Michigan,M,Indigo,Summer,3.9,No,Standard,No,No,10,Bank Transfer,Annually
82,32,Female,Belt,Accessories,47.0,North Dakota,S,Brown,Summer,3.9,No,Free Shipping,Yes,No,4,Bank Transfer,Monthly
3437,35,Female,T-shirt,Clothing,53.0,Alaska,M,Peach,Summer,4.2,Yes,Free Shipping,Yes,Yes,28,Cash,Quarterly
2301,52,Male,Backpack,Accessories,57.0,Pennsylvania,M,Beige,Fall,4.1,No,Free Shipping,Yes,Yes,1,Bank Transfer,Quarterly
1539,19,Female,Handbag,Accessories,83.0,South Dakota,L,Red,Fall,4.8,Yes,2-Day Shipping,No,No,42,Venmo,Monthly
3524,43,Female,Dress,Clothing,64.0,New Hampshire,L,Blue,Summer,4.0,Yes,Standard,No,No,25,PayPal,Quarterly
2903,52,Female,Gloves,Accessories,39.0,Ohio,L,Magenta,Spring,3.7,Yes,Store Pickup,Yes,Yes,37,PayPal,Monthly
997,52,Male,Boots,Footwear,159.0,Michigan,M,Charcoal,Winter,4.5,Yes,Next Day Air,No,No,44,Debit Card,Bi-Weekly
4191,33,Male,Sandals,Footwear,48.0,Missouri,XL,Red,Spring,3.9,No,Standard,No,No,19,PayPal,Bi-Weekly
750,34,Female,Jeans,Clothing,48.0,Alaska,M,Cyan,Winter,3.6,No,Store Pickup,No,No,26,PayPal,Annually
4486,39,Male,Sweater,Clothing,66.0,Michigan,L,Violet,Spring,3.6,No,Standard,No,No,68,Cash,Monthly
1224,38,Female,Belt,Accessories,36.0,Rhode Island,L,Violet,Spring,4.9,No,Express,No,No,9,Debit Card,Quarterly
3804,36,Male,Handbag,Accessories,118.0,Tennessee,S,Pink,Fall,5.0,No,Express,No,No,8,Venmo,Monthly
4311,55,Male,Hat,Accessories,33.0,Arkansas,M,Cyan,Winter,3.9,No,2-Day Shipping,Yes,Yes,9,Debit Card,Annually
544,30,Male,Coat,Outerwear,132.0,Arkansas,XL,Green,Summer,4.7,Yes,Standard,No,No,58,Credit Card,Monthly
